id,ADI,CV2,Category
HOUSEHOLD_1_288_CA_4_validation,4.42,0.0,Intermittent (Ngắt quãng)
HOUSEHOLD_1_288_TX_1_validation,2.12,0.23,Intermittent (Ngắt quãng)
HOUSEHOLD_1_288_TX_2_validation,2.03,0.25,Intermittent (Ngắt quãng)
HOUSEHOLD_1_288_TX_3_validation,2.3,0.25,Intermittent (Ngắt quãng)
HOUSEHOLD_1_288_WI_1_validation,3.7,0.0,Intermittent (Ngắt quãng)
HOUSEHOLD_1_288_WI_2_validation,3.03,0.24,Intermittent (Ngắt quãng)
HOUSEHOLD_1_288_WI_3_validation,2.35,0.24,Intermittent (Ngắt quãng)
HOUSEHOLD_1_289_CA_1_validation,2.4,0.22,Intermittent (Ngắt quãng)
HOUSEHOLD_1_289_CA_2_validation,1.56,0.34,Intermittent (Ngắt quãng)
HOUSEHOLD_1_289_CA_3_validation,1.39,0.36,Intermittent (Ngắt quãng)
HOUSEHOLD_1_289_CA_4_validation,3.12,0.0,Intermittent (Ngắt quãng)
HOUSEHOLD_1_289_TX_1_validation,2.75,0.22,Intermittent (Ngắt quãng)
HOUSEHOLD_1_289_TX_2_validation,2.06,0.22,Intermittent (Ngắt quãng)
HOUSEHOLD_1_289_TX_3_validation,2.86,0.0,Intermittent (Ngắt quãng)
HOUSEHOLD_1_289_WI_1_validation,1.75,0.24,Intermittent (Ngắt quãng)
HOUSEHOLD_1_289_WI_2_validation,2.06,0.23,Intermittent (Ngắt quãng)
HOUSEHOLD_1_289_WI_3_validation,2.54,0.21,Intermittent (Ngắt quãng)
HOUSEHOLD_1_290_CA_1_validation,3.61,0.25,Intermittent (Ngắt quãng)
HOUSEHOLD_1_290_CA_2_validation,5.28,0.25,Intermittent (Ngắt quãng)
HOUSEHOLD_1_290_CA_3_validation,4.96,0.51,Lumpy (Cục bộ)
HOUSEHOLD_1_290_CA_4_validation,7.59,0.0,Intermittent (Ngắt quãng)
HOUSEHOLD_1_290_TX_1_validation,1.59,0.36,Intermittent (Ngắt quãng)
HOUSEHOLD_1_290_TX_2_validation,2.28,0.26,Intermittent (Ngắt quãng)
HOUSEHOLD_1_290_TX_3_validation,1.77,0.41,Intermittent (Ngắt quãng)
HOUSEHOLD_1_290_WI_1_validation,6.07,0.27,Intermittent (Ngắt quãng)
HOUSEHOLD_1_290_WI_2_validation,3.63,0.46,Intermittent (Ngắt quãng)
HOUSEHOLD_1_290_WI_3_validation,2.01,0.38,Intermittent (Ngắt quãng)
HOUSEHOLD_1_291_CA_1_validation,1.37,0.36,Intermittent (Ngắt quãng)
HOUSEHOLD_1_291_CA_2_validation,1.87,0.37,Intermittent (Ngắt quãng)
HOUSEHOLD_1_291_CA_3_validation,1.68,0.3,Intermittent (Ngắt quãng)
HOUSEHOLD_1_291_CA_4_validation,2.07,0.24,Intermittent (Ngắt quãng)
HOUSEHOLD_1_291_TX_1_validation,1.49,0.23,Intermittent (Ngắt quãng)
HOUSEHOLD_1_291_TX_2_validation,1.53,0.24,Intermittent (Ngắt quãng)
HOUSEHOLD_1_291_TX_3_validation,1.68,0.26,Intermittent (Ngắt quãng)
HOUSEHOLD_1_291_WI_1_validation,1.42,0.34,Intermittent (Ngắt quãng)
HOUSEHOLD_1_291_WI_2_validation,1.83,0.25,Intermittent (Ngắt quãng)
HOUSEHOLD_1_291_WI_3_validation,3.17,0.23,Intermittent (Ngắt quãng)
HOUSEHOLD_1_292_CA_1_validation,1.42,0.35,Intermittent (Ngắt quãng)
HOUSEHOLD_1_292_CA_2_validation,1.63,0.4,Intermittent (Ngắt quãng)
HOUSEHOLD_1_292_CA_3_validation,1.33,0.3,Intermittent (Ngắt quãng)
HOUSEHOLD_1_292_CA_4_validation,1.93,0.25,Intermittent (Ngắt quãng)
HOUSEHOLD_1_292_TX_1_validation,1.32,0.33,Intermittent (Ngắt quãng)
HOUSEHOLD_1_292_TX_2_validation,1.52,0.39,Intermittent (Ngắt quãng)
HOUSEHOLD_1_292_TX_3_validation,1.56,0.33,Intermittent (Ngắt quãng)
HOUSEHOLD_1_292_WI_1_validation,2.53,0.23,Intermittent (Ngắt quãng)
HOUSEHOLD_1_292_WI_2_validation,2.43,0.24,Intermittent (Ngắt quãng)
HOUSEHOLD_1_292_WI_3_validation,1.88,0.24,Intermittent (Ngắt quãng)
HOUSEHOLD_1_293_CA_1_validation,2.06,0.36,Intermittent (Ngắt quãng)
HOUSEHOLD_1_293_CA_2_validation,1.93,0.33,Intermittent (Ngắt quãng)
HOUSEHOLD_1_293_CA_3_validation,2.26,0.37,Intermittent (Ngắt quãng)
HOUSEHOLD_1_293_CA_4_validation,2.37,0.23,Intermittent (Ngắt quãng)
HOUSEHOLD_1_293_TX_1_validation,3.3,0.26,Intermittent (Ngắt quãng)
HOUSEHOLD_1_293_TX_2_validation,3.59,0.25,Intermittent (Ngắt quãng)
HOUSEHOLD_1_293_TX_3_validation,2.35,0.47,Intermittent (Ngắt quãng)
HOUSEHOLD_1_293_WI_1_validation,2.42,0.25,Intermittent (Ngắt quãng)
HOUSEHOLD_1_293_WI_2_validation,3.16,0.29,Intermittent (Ngắt quãng)
HOUSEHOLD_1_293_WI_3_validation,2.82,0.25,Intermittent (Ngắt quãng)
HOUSEHOLD_1_294_CA_1_validation,1.13,0.35,Smooth (Đều đặn)
HOUSEHOLD_1_294_CA_2_validation,1.08,0.29,Smooth (Đều đặn)
HOUSEHOLD_1_294_CA_3_validation,1.12,0.2,Smooth (Đều đặn)
HOUSEHOLD_1_294_CA_4_validation,1.25,0.32,Smooth (Đều đặn)
HOUSEHOLD_1_294_TX_1_validation,1.13,0.31,Smooth (Đều đặn)
HOUSEHOLD_1_294_TX_2_validation,1.17,0.32,Smooth (Đều đặn)
HOUSEHOLD_1_294_TX_3_validation,1.11,0.31,Smooth (Đều đặn)
HOUSEHOLD_1_294_WI_1_validation,1.13,0.31,Smooth (Đều đặn)
HOUSEHOLD_1_294_WI_2_validation,1.2,0.34,Smooth (Đều đặn)
HOUSEHOLD_1_294_WI_3_validation,1.29,0.32,Smooth (Đều đặn)
HOUSEHOLD_1_295_CA_1_validation,2.48,0.23,Intermittent (Ngắt quãng)
HOUSEHOLD_1_295_CA_2_validation,2.39,0.26,Intermittent (Ngắt quãng)
HOUSEHOLD_1_295_CA_3_validation,2.6,0.25,Intermittent (Ngắt quãng)
HOUSEHOLD_1_295_CA_4_validation,3.21,0.22,Intermittent (Ngắt quãng)
HOUSEHOLD_1_295_TX_1_validation,6.76,0.0,Intermittent (Ngắt quãng)
HOUSEHOLD_1_295_TX_2_validation,4.95,0.0,Intermittent (Ngắt quãng)
HOUSEHOLD_1_295_TX_3_validation,8.65,0.0,Intermittent (Ngắt quãng)
HOUSEHOLD_1_295_WI_1_validation,1.4,0.37,Intermittent (Ngắt quãng)
HOUSEHOLD_1_295_WI_2_validation,2.02,0.39,Intermittent (Ngắt quãng)
HOUSEHOLD_1_295_WI_3_validation,3.1,0.24,Intermittent (Ngắt quãng)
HOUSEHOLD_1_296_CA_1_validation,2.32,0.22,Intermittent (Ngắt quãng)
HOUSEHOLD_1_296_CA_2_validation,2.61,0.22,Intermittent (Ngắt quãng)
HOUSEHOLD_1_296_CA_3_validation,3.22,0.23,Intermittent (Ngắt quãng)
HOUSEHOLD_1_296_CA_4_validation,6.1,0.0,Intermittent (Ngắt quãng)
HOUSEHOLD_1_296_TX_1_validation,5.55,0.0,Intermittent (Ngắt quãng)
HOUSEHOLD_1_296_TX_2_validation,2.28,0.21,Intermittent (Ngắt quãng)
HOUSEHOLD_1_296_TX_3_validation,3.61,0.0,Intermittent (Ngắt quãng)
HOUSEHOLD_1_296_WI_1_validation,2.87,0.0,Intermittent (Ngắt quãng)
HOUSEHOLD_1_296_WI_2_validation,2.05,0.21,Intermittent (Ngắt quãng)
HOUSEHOLD_1_296_WI_3_validation,3.51,0.0,Intermittent (Ngắt quãng)
HOUSEHOLD_1_297_CA_1_validation,13.71,0.24,Intermittent (Ngắt quãng)
HOUSEHOLD_1_297_CA_2_validation,7.94,0.23,Intermittent (Ngắt quãng)
HOUSEHOLD_1_297_CA_3_validation,17.09,0.0,Intermittent (Ngắt quãng)
HOUSEHOLD_1_297_CA_4_validation,27.84,0.0,Intermittent (Ngắt quãng)
HOUSEHOLD_1_297_TX_1_validation,11.25,0.19,Intermittent (Ngắt quãng)
HOUSEHOLD_1_297_TX_2_validation,8.96,0.25,Intermittent (Ngắt quãng)
HOUSEHOLD_1_297_TX_3_validation,14.7,0.0,Intermittent (Ngắt quãng)
HOUSEHOLD_1_297_WI_1_validation,9.64,0.48,Intermittent (Ngắt quãng)
HOUSEHOLD_1_297_WI_2_validation,23.06,0.26,Intermittent (Ngắt quãng)
HOUSEHOLD_1_297_WI_3_validation,19.37,0.28,Intermittent (Ngắt quãng)
HOUSEHOLD_1_298_CA_1_validation,1.7,0.24,Intermittent (Ngắt quãng)
HOUSEHOLD_1_298_CA_2_validation,13.38,0.4,Intermittent (Ngắt quãng)
HOUSEHOLD_1_298_CA_3_validation,7.95,0.33,Intermittent (Ngắt quãng)
HOUSEHOLD_1_298_CA_4_validation,2.35,0.2,Intermittent (Ngắt quãng)
HOUSEHOLD_1_298_TX_1_validation,2.03,0.25,Intermittent (Ngắt quãng)
HOUSEHOLD_1_298_TX_2_validation,5.13,0.26,Intermittent (Ngắt quãng)
HOUSEHOLD_1_298_TX_3_validation,3.79,0.26,Intermittent (Ngắt quãng)
HOUSEHOLD_1_298_WI_1_validation,2.11,0.24,Intermittent (Ngắt quãng)
HOUSEHOLD_1_298_WI_2_validation,2.26,0.23,Intermittent (Ngắt quãng)
HOUSEHOLD_1_298_WI_3_validation,2.59,0.26,Intermittent (Ngắt quãng)
HOUSEHOLD_1_299_CA_1_validation,1.99,0.24,Intermittent (Ngắt quãng)
HOUSEHOLD_1_299_CA_2_validation,2.42,0.23,Intermittent (Ngắt quãng)
HOUSEHOLD_1_299_CA_3_validation,7.7,0.44,Intermittent (Ngắt quãng)
HOUSEHOLD_1_299_CA_4_validation,4.85,0.0,Intermittent (Ngắt quãng)
HOUSEHOLD_1_299_TX_1_validation,2.39,0.25,Intermittent (Ngắt quãng)
HOUSEHOLD_1_299_TX_2_validation,1.82,0.36,Intermittent (Ngắt quãng)
HOUSEHOLD_1_299_TX_3_validation,1.66,0.37,Intermittent (Ngắt quãng)
HOUSEHOLD_1_299_WI_1_validation,2.75,0.24,Intermittent (Ngắt quãng)
HOUSEHOLD_1_299_WI_2_validation,2.08,0.38,Intermittent (Ngắt quãng)
HOUSEHOLD_1_299_WI_3_validation,3.07,0.24,Intermittent (Ngắt quãng)
HOUSEHOLD_1_300_CA_1_validation,10.35,0.0,Intermittent (Ngắt quãng)
HOUSEHOLD_1_300_CA_2_validation,13.61,0.0,Intermittent (Ngắt quãng)
HOUSEHOLD_1_300_CA_3_validation,7.76,0.0,Intermittent (Ngắt quãng)
HOUSEHOLD_1_300_CA_4_validation,11.59,0.0,Intermittent (Ngắt quãng)
HOUSEHOLD_1_300_TX_1_validation,4.21,0.2,Intermittent (Ngắt quãng)
HOUSEHOLD_1_300_TX_2_validation,3.19,0.0,Intermittent (Ngắt quãng)
HOUSEHOLD_1_300_TX_3_validation,5.19,0.0,Intermittent (Ngắt quãng)
HOUSEHOLD_1_300_WI_1_validation,8.08,0.0,Intermittent (Ngắt quãng)
HOUSEHOLD_1_300_WI_2_validation,4.58,0.0,Intermittent (Ngắt quãng)
HOUSEHOLD_1_300_WI_3_validation,7.31,0.0,Intermittent (Ngắt quãng)
HOUSEHOLD_1_301_CA_1_validation,1.56,0.33,Intermittent (Ngắt quãng)
HOUSEHOLD_1_301_CA_2_validation,1.87,0.23,Intermittent (Ngắt quãng)
HOUSEHOLD_1_301_CA_3_validation,1.56,0.35,Intermittent (Ngắt quãng)
HOUSEHOLD_1_301_CA_4_validation,1.94,0.23,Intermittent (Ngắt quãng)
HOUSEHOLD_1_301_TX_1_validation,2.42,0.22,Intermittent (Ngắt quãng)
HOUSEHOLD_1_301_TX_2_validation,1.97,0.27,Intermittent (Ngắt quãng)
HOUSEHOLD_1_301_TX_3_validation,2.24,0.22,Intermittent (Ngắt quãng)
HOUSEHOLD_1_301_WI_1_validation,1.57,0.34,Intermittent (Ngắt quãng)
HOUSEHOLD_1_301_WI_2_validation,1.73,0.24,Intermittent (Ngắt quãng)
HOUSEHOLD_1_301_WI_3_validation,2.02,0.23,Intermittent (Ngắt quãng)
HOUSEHOLD_1_302_CA_1_validation,5.92,0.2,Intermittent (Ngắt quãng)
HOUSEHOLD_1_302_CA_2_validation,4.68,0.2,Intermittent (Ngắt quãng)
HOUSEHOLD_1_302_CA_3_validation,5.81,0.23,Intermittent (Ngắt quãng)
HOUSEHOLD_1_302_CA_4_validation,8.69,0.0,Intermittent (Ngắt quãng)
HOUSEHOLD_1_302_TX_1_validation,4.18,0.25,Intermittent (Ngắt quãng)
HOUSEHOLD_1_302_TX_2_validation,4.48,0.25,Intermittent (Ngắt quãng)
HOUSEHOLD_1_302_TX_3_validation,5.17,0.21,Intermittent (Ngắt quãng)
HOUSEHOLD_1_302_WI_1_validation,4.55,0.0,Intermittent (Ngắt quãng)
HOUSEHOLD_1_302_WI_2_validation,10.19,0.0,Intermittent (Ngắt quãng)
HOUSEHOLD_1_302_WI_3_validation,4.16,0.0,Intermittent (Ngắt quãng)
HOUSEHOLD_1_303_CA_1_validation,1.18,0.43,Smooth (Đều đặn)
HOUSEHOLD_1_303_CA_2_validation,1.15,inf,Erratic (Thất thường)
HOUSEHOLD_1_303_CA_3_validation,1.1,inf,Erratic (Thất thường)
HOUSEHOLD_1_303_CA_4_validation,1.38,0.44,Intermittent (Ngắt quãng)
HOUSEHOLD_1_303_TX_1_validation,1.13,inf,Erratic (Thất thường)
HOUSEHOLD_1_303_TX_2_validation,1.16,inf,Erratic (Thất thường)
HOUSEHOLD_1_303_TX_3_validation,1.12,0.49,Erratic (Thất thường)
HOUSEHOLD_1_303_WI_1_validation,1.26,0.55,Erratic (Thất thường)
HOUSEHOLD_1_303_WI_2_validation,1.27,inf,Erratic (Thất thường)
HOUSEHOLD_1_303_WI_3_validation,1.18,0.42,Smooth (Đều đặn)
HOUSEHOLD_1_304_CA_1_validation,1.02,0.26,Smooth (Đều đặn)
HOUSEHOLD_1_304_CA_2_validation,1.06,0.33,Smooth (Đều đặn)
HOUSEHOLD_1_304_CA_3_validation,1.02,0.2,Smooth (Đều đặn)
HOUSEHOLD_1_304_CA_4_validation,1.24,0.45,Smooth (Đều đặn)
HOUSEHOLD_1_304_TX_1_validation,1.03,0.27,Smooth (Đều đặn)
HOUSEHOLD_1_304_TX_2_validation,1.05,0.31,Smooth (Đều đặn)
HOUSEHOLD_1_304_TX_3_validation,1.15,0.27,Smooth (Đều đặn)
HOUSEHOLD_1_304_WI_1_validation,1.25,0.43,Smooth (Đều đặn)
HOUSEHOLD_1_304_WI_2_validation,1.03,0.35,Smooth (Đều đặn)
HOUSEHOLD_1_304_WI_3_validation,1.08,0.43,Smooth (Đều đặn)
HOUSEHOLD_1_305_CA_1_validation,3.04,0.29,Intermittent (Ngắt quãng)
HOUSEHOLD_1_305_CA_2_validation,4.24,0.31,Intermittent (Ngắt quãng)
HOUSEHOLD_1_305_CA_3_validation,3.19,0.3,Intermittent (Ngắt quãng)
HOUSEHOLD_1_305_CA_4_validation,5.29,0.27,Intermittent (Ngắt quãng)
HOUSEHOLD_1_305_TX_1_validation,1.78,0.26,Intermittent (Ngắt quãng)
HOUSEHOLD_1_305_TX_2_validation,1.53,0.36,Intermittent (Ngắt quãng)
HOUSEHOLD_1_305_TX_3_validation,1.41,0.36,Intermittent (Ngắt quãng)
HOUSEHOLD_1_305_WI_1_validation,6.74,0.26,Intermittent (Ngắt quãng)
HOUSEHOLD_1_305_WI_2_validation,3.38,0.24,Intermittent (Ngắt quãng)
HOUSEHOLD_1_305_WI_3_validation,5.54,0.23,Intermittent (Ngắt quãng)
HOUSEHOLD_1_306_CA_1_validation,1.2,0.31,Smooth (Đều đặn)
HOUSEHOLD_1_306_CA_2_validation,1.48,0.43,Intermittent (Ngắt quãng)
HOUSEHOLD_1_306_CA_3_validation,1.06,0.29,Smooth (Đều đặn)
HOUSEHOLD_1_306_CA_4_validation,1.56,0.24,Intermittent (Ngắt quãng)
HOUSEHOLD_1_306_TX_1_validation,1.13,0.31,Smooth (Đều đặn)
HOUSEHOLD_1_306_TX_2_validation,1.12,0.36,Smooth (Đều đặn)
HOUSEHOLD_1_306_TX_3_validation,1.14,0.31,Smooth (Đều đặn)
HOUSEHOLD_1_306_WI_1_validation,1.23,0.34,Smooth (Đều đặn)
HOUSEHOLD_1_306_WI_2_validation,1.05,0.33,Smooth (Đều đặn)
HOUSEHOLD_1_306_WI_3_validation,1.15,0.39,Smooth (Đều đặn)
HOUSEHOLD_1_307_CA_1_validation,1.38,0.36,Intermittent (Ngắt quãng)
HOUSEHOLD_1_307_CA_2_validation,1.57,0.34,Intermittent (Ngắt quãng)
HOUSEHOLD_1_307_CA_3_validation,1.28,0.32,Smooth (Đều đặn)
HOUSEHOLD_1_307_CA_4_validation,1.89,0.26,Intermittent (Ngắt quãng)
HOUSEHOLD_1_307_TX_1_validation,1.53,0.37,Intermittent (Ngắt quãng)
HOUSEHOLD_1_307_TX_2_validation,1.44,0.39,Intermittent (Ngắt quãng)
HOUSEHOLD_1_307_TX_3_validation,1.46,0.32,Intermittent (Ngắt quãng)
HOUSEHOLD_1_307_WI_1_validation,1.37,0.33,Intermittent (Ngắt quãng)
HOUSEHOLD_1_307_WI_2_validation,1.36,0.33,Intermittent (Ngắt quãng)
HOUSEHOLD_1_307_WI_3_validation,1.68,0.33,Intermittent (Ngắt quãng)
HOUSEHOLD_1_308_CA_1_validation,2.9,0.0,Intermittent (Ngắt quãng)
HOUSEHOLD_1_308_CA_2_validation,4.86,0.0,Intermittent (Ngắt quãng)
HOUSEHOLD_1_308_CA_3_validation,2.15,0.21,Intermittent (Ngắt quãng)
HOUSEHOLD_1_308_CA_4_validation,4.88,0.0,Intermittent (Ngắt quãng)
HOUSEHOLD_1_308_TX_1_validation,4.2,0.0,Intermittent (Ngắt quãng)
HOUSEHOLD_1_308_TX_2_validation,2.82,0.0,Intermittent (Ngắt quãng)
HOUSEHOLD_1_308_TX_3_validation,3.27,0.0,Intermittent (Ngắt quãng)
HOUSEHOLD_1_308_WI_1_validation,2.6,0.18,Intermittent (Ngắt quãng)
HOUSEHOLD_1_308_WI_2_validation,2.65,0.13,Intermittent (Ngắt quãng)
HOUSEHOLD_1_308_WI_3_validation,3.64,0.0,Intermittent (Ngắt quãng)
HOUSEHOLD_1_309_CA_1_validation,2.17,0.25,Intermittent (Ngắt quãng)
HOUSEHOLD_1_309_CA_2_validation,4.62,0.24,Intermittent (Ngắt quãng)
HOUSEHOLD_1_309_CA_3_validation,3.97,0.21,Intermittent (Ngắt quãng)
HOUSEHOLD_1_309_CA_4_validation,3.35,0.23,Intermittent (Ngắt quãng)
HOUSEHOLD_1_309_TX_1_validation,7.62,0.0,Intermittent (Ngắt quãng)
HOUSEHOLD_1_309_TX_2_validation,5.26,0.0,Intermittent (Ngắt quãng)
HOUSEHOLD_1_309_TX_3_validation,4.67,0.0,Intermittent (Ngắt quãng)
HOUSEHOLD_1_309_WI_1_validation,12.75,0.0,Intermittent (Ngắt quãng)
HOUSEHOLD_1_309_WI_2_validation,6.82,0.0,Intermittent (Ngắt quãng)
HOUSEHOLD_1_309_WI_3_validation,10.45,0.0,Intermittent (Ngắt quãng)
HOUSEHOLD_1_310_CA_1_validation,1.74,0.31,Intermittent (Ngắt quãng)
HOUSEHOLD_1_310_CA_2_validation,2.07,0.36,Intermittent (Ngắt quãng)
HOUSEHOLD_1_310_CA_3_validation,1.81,0.31,Intermittent (Ngắt quãng)
HOUSEHOLD_1_310_CA_4_validation,4.03,0.24,Intermittent (Ngắt quãng)
HOUSEHOLD_1_310_TX_1_validation,1.69,0.36,Intermittent (Ngắt quãng)
HOUSEHOLD_1_310_TX_2_validation,1.64,0.32,Intermittent (Ngắt quãng)
HOUSEHOLD_1_310_TX_3_validation,1.56,0.35,Intermittent (Ngắt quãng)
HOUSEHOLD_1_310_WI_1_validation,1.53,0.31,Intermittent (Ngắt quãng)
HOUSEHOLD_1_310_WI_2_validation,1.44,0.33,Intermittent (Ngắt quãng)
HOUSEHOLD_1_310_WI_3_validation,1.39,0.34,Intermittent (Ngắt quãng)
HOUSEHOLD_1_311_CA_1_validation,2.14,0.25,Intermittent (Ngắt quãng)
HOUSEHOLD_1_311_CA_2_validation,1.29,0.36,Smooth (Đều đặn)
HOUSEHOLD_1_311_CA_3_validation,7.34,0.37,Intermittent (Ngắt quãng)
HOUSEHOLD_1_311_CA_4_validation,2.79,0.23,Intermittent (Ngắt quãng)
HOUSEHOLD_1_311_TX_1_validation,1.94,0.25,Intermittent (Ngắt quãng)
HOUSEHOLD_1_311_TX_2_validation,2.13,0.25,Intermittent (Ngắt quãng)
HOUSEHOLD_1_311_TX_3_validation,2.08,0.25,Intermittent (Ngắt quãng)
HOUSEHOLD_1_311_WI_1_validation,2.0,0.25,Intermittent (Ngắt quãng)
HOUSEHOLD_1_311_WI_2_validation,2.4,0.25,Intermittent (Ngắt quãng)
HOUSEHOLD_1_311_WI_3_validation,2.66,0.25,Intermittent (Ngắt quãng)
HOUSEHOLD_1_312_CA_1_validation,3.69,0.0,Intermittent (Ngắt quãng)
HOUSEHOLD_1_312_CA_2_validation,2.71,0.25,Intermittent (Ngắt quãng)
HOUSEHOLD_1_312_CA_3_validation,2.04,0.25,Intermittent (Ngắt quãng)
HOUSEHOLD_1_312_CA_4_validation,5.84,0.0,Intermittent (Ngắt quãng)
HOUSEHOLD_1_312_TX_1_validation,3.09,0.22,Intermittent (Ngắt quãng)
HOUSEHOLD_1_312_TX_2_validation,2.96,0.23,Intermittent (Ngắt quãng)
HOUSEHOLD_1_312_TX_3_validation,4.76,0.0,Intermittent (Ngắt quãng)
HOUSEHOLD_1_312_WI_1_validation,3.17,0.2,Intermittent (Ngắt quãng)
HOUSEHOLD_1_312_WI_2_validation,4.01,0.0,Intermittent (Ngắt quãng)
HOUSEHOLD_1_312_WI_3_validation,4.25,0.0,Intermittent (Ngắt quãng)
HOUSEHOLD_1_313_CA_1_validation,2.21,0.25,Intermittent (Ngắt quãng)
HOUSEHOLD_1_313_CA_2_validation,2.48,0.24,Intermittent (Ngắt quãng)
HOUSEHOLD_1_313_CA_3_validation,1.92,0.24,Intermittent (Ngắt quãng)
HOUSEHOLD_1_313_CA_4_validation,3.58,0.0,Intermittent (Ngắt quãng)
HOUSEHOLD_1_313_TX_1_validation,3.21,0.21,Intermittent (Ngắt quãng)
HOUSEHOLD_1_313_TX_2_validation,2.59,0.26,Intermittent (Ngắt quãng)
HOUSEHOLD_1_313_TX_3_validation,2.55,0.22,Intermittent (Ngắt quãng)
HOUSEHOLD_1_313_WI_1_validation,2.33,0.23,Intermittent (Ngắt quãng)
HOUSEHOLD_1_313_WI_2_validation,4.39,0.0,Intermittent (Ngắt quãng)
HOUSEHOLD_1_313_WI_3_validation,3.34,0.22,Intermittent (Ngắt quãng)
HOUSEHOLD_1_314_CA_1_validation,10.19,0.0,Intermittent (Ngắt quãng)
HOUSEHOLD_1_314_CA_2_validation,5.93,0.0,Intermittent (Ngắt quãng)
HOUSEHOLD_1_314_CA_3_validation,1.82,0.23,Intermittent (Ngắt quãng)
HOUSEHOLD_1_314_CA_4_validation,10.08,0.0,Intermittent (Ngắt quãng)
HOUSEHOLD_1_314_TX_1_validation,2.46,0.24,Intermittent (Ngắt quãng)
HOUSEHOLD_1_314_TX_2_validation,2.52,0.22,Intermittent (Ngắt quãng)
HOUSEHOLD_1_314_TX_3_validation,2.16,0.22,Intermittent (Ngắt quãng)
HOUSEHOLD_1_314_WI_1_validation,4.61,0.0,Intermittent (Ngắt quãng)
HOUSEHOLD_1_314_WI_2_validation,6.73,0.0,Intermittent (Ngắt quãng)
HOUSEHOLD_1_314_WI_3_validation,5.49,0.0,Intermittent (Ngắt quãng)
HOUSEHOLD_1_315_CA_1_validation,3.19,0.0,Intermittent (Ngắt quãng)
HOUSEHOLD_1_315_CA_2_validation,2.76,0.25,Intermittent (Ngắt quãng)
HOUSEHOLD_1_315_CA_3_validation,2.59,0.26,Intermittent (Ngắt quãng)
HOUSEHOLD_1_315_CA_4_validation,5.58,0.0,Intermittent (Ngắt quãng)
HOUSEHOLD_1_315_TX_1_validation,3.76,0.2,Intermittent (Ngắt quãng)
HOUSEHOLD_1_315_TX_2_validation,2.71,0.24,Intermittent (Ngắt quãng)
HOUSEHOLD_1_315_TX_3_validation,5.1,0.0,Intermittent (Ngắt quãng)
HOUSEHOLD_1_315_WI_1_validation,5.46,0.0,Intermittent (Ngắt quãng)
HOUSEHOLD_1_315_WI_2_validation,5.0,0.0,Intermittent (Ngắt quãng)
HOUSEHOLD_1_315_WI_3_validation,6.73,0.0,Intermittent (Ngắt quãng)
HOUSEHOLD_1_316_CA_1_validation,1.67,0.26,Intermittent (Ngắt quãng)
HOUSEHOLD_1_316_CA_2_validation,2.05,0.23,Intermittent (Ngắt quãng)
HOUSEHOLD_1_316_CA_3_validation,2.27,0.24,Intermittent (Ngắt quãng)
HOUSEHOLD_1_316_CA_4_validation,2.32,0.22,Intermittent (Ngắt quãng)
HOUSEHOLD_1_316_TX_1_validation,2.1,0.23,Intermittent (Ngắt quãng)
HOUSEHOLD_1_316_TX_2_validation,1.8,0.24,Intermittent (Ngắt quãng)
HOUSEHOLD_1_316_TX_3_validation,2.1,0.22,Intermittent (Ngắt quãng)
HOUSEHOLD_1_316_WI_1_validation,2.62,0.27,Intermittent (Ngắt quãng)
HOUSEHOLD_1_316_WI_2_validation,3.5,0.0,Intermittent (Ngắt quãng)
HOUSEHOLD_1_316_WI_3_validation,3.27,0.0,Intermittent (Ngắt quãng)
HOUSEHOLD_1_317_CA_1_validation,1.84,0.39,Intermittent (Ngắt quãng)
HOUSEHOLD_1_317_CA_2_validation,2.17,0.25,Intermittent (Ngắt quãng)
HOUSEHOLD_1_317_CA_3_validation,1.3,0.4,Smooth (Đều đặn)
HOUSEHOLD_1_317_CA_4_validation,2.67,0.29,Intermittent (Ngắt quãng)
HOUSEHOLD_1_317_TX_1_validation,5.05,0.0,Intermittent (Ngắt quãng)
HOUSEHOLD_1_317_TX_2_validation,2.81,0.25,Intermittent (Ngắt quãng)
HOUSEHOLD_1_317_TX_3_validation,4.07,0.25,Intermittent (Ngắt quãng)
HOUSEHOLD_1_317_WI_1_validation,1.86,0.38,Intermittent (Ngắt quãng)
HOUSEHOLD_1_317_WI_2_validation,1.6,0.37,Intermittent (Ngắt quãng)
HOUSEHOLD_1_317_WI_3_validation,1.9,0.38,Intermittent (Ngắt quãng)
HOUSEHOLD_1_318_CA_1_validation,1.3,0.39,Smooth (Đều đặn)
HOUSEHOLD_1_318_CA_2_validation,1.33,0.4,Intermittent (Ngắt quãng)
HOUSEHOLD_1_318_CA_3_validation,1.14,0.23,Smooth (Đều đặn)
HOUSEHOLD_1_318_CA_4_validation,1.55,0.23,Intermittent (Ngắt quãng)
HOUSEHOLD_1_318_TX_1_validation,1.35,0.32,Intermittent (Ngắt quãng)
HOUSEHOLD_1_318_TX_2_validation,1.35,0.37,Intermittent (Ngắt quãng)
HOUSEHOLD_1_318_TX_3_validation,1.29,0.31,Smooth (Đều đặn)
HOUSEHOLD_1_318_WI_1_validation,1.42,0.33,Intermittent (Ngắt quãng)
HOUSEHOLD_1_318_WI_2_validation,1.32,0.32,Intermittent (Ngắt quãng)
HOUSEHOLD_1_318_WI_3_validation,1.47,0.32,Intermittent (Ngắt quãng)
